etablissement,type,lieu,latitude,longitude,xmin,ymin,xmax,ymax
SAS RESTOVIN,Restauration traditionnelle,Arena Porte de La Chapelle,48.888997,2.372618,2.340083,48.886165,2.378779,48.901831
SRS,Restauration de type rapide,Arena Porte de La Chapelle,48.891686,2.372502,2.340083,48.886165,2.378779,48.901831
O'FAST,Restauration de type rapide,Arena Porte de La Chapelle,48.891352,2.372796,2.340083,48.886165,2.378779,48.901831
TASTY TACOS,Restauration de type rapide,Arena Porte de La Chapelle,48.891554,2.372499,2.340083,48.886165,2.378779,48.901831
LA SAVEUR SAINT-LOUISIENNE,Restauration de type rapide,Arena Porte de La Chapelle,48.88953,2.368549,2.340083,48.886165,2.378779,48.901831
GARANI,Restauration traditionnelle,Arena Porte de La Chapelle,48.889698,2.369119,2.340083,48.886165,2.378779,48.901831
BAR LE DROUAIS,Débits de boissons,Arena Porte de La Chapelle,48.889705,2.368604,2.340083,48.886165,2.378779,48.901831
AFRIQUE DE L'EST,Restauration traditionnelle,Arena Porte de La Chapelle,48.887137,2.367101,2.340083,48.886165,2.378779,48.901831
SARA'S KITCHEN,Restauration traditionnelle,Arena Porte de La Chapelle,48.890105,2.368578,2.340083,48.886165,2.378779,48.901831
LE GOURAYA,Débits de boissons,Arena Porte de La Chapelle,48.89254,2.37289,2.340083,48.886165,2.378779,48.901831
TIBET 1376,Restauration traditionnelle,Arena Porte de La Chapelle,48.887137,2.367101,2.340083,48.886165,2.378779,48.901831
O2 FAST FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.89233,2.372795,2.340083,48.886165,2.378779,48.901831
SHARG AL NILE,Restauration de type rapide,Arena Porte de La Chapelle,48.887137,2.367101,2.340083,48.886165,2.378779,48.901831
LR RESTAURATION,Restauration traditionnelle,Arena Porte de La Chapelle,48.890431,2.371659,2.340083,48.886165,2.378779,48.901831
RCK,Restauration traditionnelle,Arena Porte de La Chapelle,48.887476,2.367236,2.340083,48.886165,2.378779,48.901831
ANGKOR,Débits de boissons,Arena Porte de La Chapelle,48.889839,2.368324,2.340083,48.886165,2.378779,48.901831
ROYAL KEBAB,Restauration traditionnelle,Arena Porte de La Chapelle,48.889429,2.371017,2.340083,48.886165,2.378779,48.901831
LE SAFARI 4 FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.890593,2.372903,2.340083,48.886165,2.378779,48.901831
HAPPY CREPES,Restauration de type rapide,Arena Porte de La Chapelle,48.89233,2.372795,2.340083,48.886165,2.378779,48.901831
JNF FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.891412,2.37246,2.340083,48.886165,2.378779,48.901831
ZOMSA,Restauration de type rapide,Arena Porte de La Chapelle,48.891554,2.372499,2.340083,48.886165,2.378779,48.901831
BILLY'S CAFE,Restauration traditionnelle,Arena Porte de La Chapelle,48.891686,2.372502,2.340083,48.886165,2.378779,48.901831
PARIS FAST FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.89233,2.372795,2.340083,48.886165,2.378779,48.901831
BRUNCHY FOOD SERVICE,Restauration traditionnelle,Arena Porte de La Chapelle,48.889234,2.371798,2.340083,48.886165,2.378779,48.901831
FRESH BRUNCH SERVICE,Restauration traditionnelle,Arena Porte de La Chapelle,48.889234,2.371798,2.340083,48.886165,2.378779,48.901831
FRY GUYS,Restauration de type rapide,Arena Porte de La Chapelle,48.89233,2.372795,2.340083,48.886165,2.378779,48.901831
BRASSERIE BRD,Restauration traditionnelle,Arena Porte de La Chapelle,48.889073,2.372355,2.340083,48.886165,2.378779,48.901831
TRIGO,Restauration de type rapide,Arena Porte de La Chapelle,48.89233,2.372795,2.340083,48.886165,2.378779,48.901831
SHONEN TASTE,Restauration traditionnelle,Arena Porte de La Chapelle,48.891686,2.372502,2.340083,48.886165,2.378779,48.901831
"NAANWICH RIQUET",Restauration de type rapide,Arena Porte de La Chapelle,48.889637,2.369584,2.340083,48.886165,2.378779,48.901831
DOCRIVE,Restauration de type rapide,Arena Porte de La Chapelle,48.897725,2.375398,2.340083,48.886165,2.378779,48.901831
INDIVISION NAIT SLIMANE,Restauration traditionnelle,Arena Porte de La Chapelle,48.893768,2.373891,2.340083,48.886165,2.378779,48.901831
VILLA DE JADE,Restauration traditionnelle,Arena Porte de La Chapelle,48.898597,2.378321,2.340083,48.886165,2.378779,48.901831
LAGARDERE TRAVEL RETAIL FRANCE,Restauration de type rapide,Arena Porte de La Chapelle,48.895942,2.37415,2.340083,48.886165,2.378779,48.901831
COCK ART,Restauration traditionnelle,Arena Porte de La Chapelle,48.899019,2.377817,2.340083,48.886165,2.378779,48.901831
AMASTENE,Débits de boissons,Arena Porte de La Chapelle,48.894048,2.373737,2.340083,48.886165,2.378779,48.901831
LUC,Restauration traditionnelle,Arena Porte de La Chapelle,48.893785,2.373658,2.340083,48.886165,2.378779,48.901831
MAC 26,Restauration traditionnelle,Arena Porte de La Chapelle,48.897777,2.375045,2.340083,48.886165,2.378779,48.901831
SA2M & CO,Restauration de type rapide,Arena Porte de La Chapelle,48.898597,2.378321,2.340083,48.886165,2.378779,48.901831
CAFE ROSA,Restauration traditionnelle,Arena Porte de La Chapelle,48.897759,2.375991,2.340083,48.886165,2.378779,48.901831
HMW.57,Restauration de type rapide,Arena Porte de La Chapelle,48.898468,2.375114,2.340083,48.886165,2.378779,48.901831
BASILIC VILLETTE,Restauration traditionnelle,Arena Porte de La Chapelle,48.898597,2.378321,2.340083,48.886165,2.378779,48.901831
ABJ LIMITED PARIS 19,Restauration de type rapide,Arena Porte de La Chapelle,48.898597,2.378321,2.340083,48.886165,2.378779,48.901831
RESTAURANT SUBWAY ROSA PARKS,Restauration de type rapide,Arena Porte de La Chapelle,48.896137,2.374068,2.340083,48.886165,2.378779,48.901831
LES FROMENTIERS,Restauration de type rapide,Arena Porte de La Chapelle,48.899017,2.377722,2.340083,48.886165,2.378779,48.901831
DSMM,Restauration de type rapide,Arena Porte de La Chapelle,48.897762,2.37493,2.340083,48.886165,2.378779,48.901831
MYACINE,Débits de boissons,Arena Porte de La Chapelle,48.894048,2.373737,2.340083,48.886165,2.378779,48.901831
LA CANTINE ROSA PARK,Restauration traditionnelle,Arena Porte de La Chapelle,48.898115,2.375074,2.340083,48.886165,2.378779,48.901831
LA CHABINE GUYANAISE FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.895422,2.378779,2.340083,48.886165,2.378779,48.901831
BIG MAKI,Restauration de type rapide,Arena Porte de La Chapelle,48.895942,2.37415,2.340083,48.886165,2.378779,48.901831
WOODIZ,Restauration de type rapide,Arena Porte de La Chapelle,48.898533,2.375146,2.340083,48.886165,2.378779,48.901831
BRASSERIE LOUSIE,Restauration traditionnelle,Arena Porte de La Chapelle,48.899019,2.377817,2.340083,48.886165,2.378779,48.901831
WORLD EXOTIKA,Restauration de type rapide,Arena Porte de La Chapelle,48.898551,2.376044,2.340083,48.886165,2.378779,48.901831
FRENCH CANTINE,Restauration traditionnelle,Arena Porte de La Chapelle,48.898537,2.37535,2.340083,48.886165,2.378779,48.901831
MAISON ZAMITTA,Restauration de type rapide,Arena Porte de La Chapelle,48.8985,2.373554,2.340083,48.886165,2.378779,48.901831
CC PARKS,Restauration de type rapide,Arena Porte de La Chapelle,48.897713,2.374744,2.340083,48.886165,2.378779,48.901831
FM FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.897718,2.375009,2.340083,48.886165,2.378779,48.901831
TAREKS KEBABS,Restauration de type rapide,Arena Porte de La Chapelle,48.8985,2.373554,2.340083,48.886165,2.378779,48.901831
REZ DE RAIL,Restauration traditionnelle,Arena Porte de La Chapelle,48.896476,2.37809,2.340083,48.886165,2.378779,48.901831
MCF,Restauration traditionnelle,Arena Porte de La Chapelle,48.897698,2.37399,2.340083,48.886165,2.378779,48.901831
L'AFTER WORK,Restauration traditionnelle,Arena Porte de La Chapelle,48.899019,2.377817,2.340083,48.886165,2.378779,48.901831
MB CAFE,Débits de boissons,Arena Porte de La Chapelle,48.894048,2.373737,2.340083,48.886165,2.378779,48.901831
PAYE TA CREPE ROSA PARKS,Restauration de type rapide,Arena Porte de La Chapelle,48.897718,2.375009,2.340083,48.886165,2.378779,48.901831
RISS FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.897748,2.375806,2.340083,48.886165,2.378779,48.901831
MZ-FOOD,Restauration de type rapide,Arena Porte de La Chapelle,48.893643,2.37388,2.340083,48.886165,2.378779,48.901831
ILLIZI,Restauration traditionnelle,Arena Porte de La Chapelle,48.8985,2.373554,2.340083,48.886165,2.378779,48.901831
SAS AU RESTAURANT ROSA PARKS,Restauration traditionnelle,Arena Porte de La Chapelle,48.897706,2.374411,2.340083,48.886165,2.378779,48.901831
ELRIF ELMASRY,Restauration de type rapide,Arena Porte de La Chapelle,48.894686,2.376996,2.340083,48.886165,2.378779,48.901831
NEFA,Débits de boissons,Arena Porte de La Chapelle,48.894048,2.373737,2.340083,48.886165,2.378779,48.901831
PIZZA MIA,Restauration de type rapide,Arena Porte de La Chapelle,48.893643,2.37388,2.340083,48.886165,2.378779,48.901831
SOCIETE LES FINANCES,Restauration traditionnelle,Arena Porte de La Chapelle,48.892231,2.374823,2.340083,48.886165,2.378779,48.901831
KAROBAR,Restauration traditionnelle,Arena Porte de La Chapelle,48.893492,2.376022,2.340083,48.886165,2.378779,48.901831
CAFE DU MARCHE,Restauration traditionnelle,Arena Porte de La Chapelle,48.893464,2.373311,2.340083,48.886165,2.378779,48.901831
DIOGENIE,Débits de boissons,Arena Porte de La Chapelle,48.893015,2.377504,2.340083,48.886165,2.378779,48.901831
SHIAKE YAKI,Restauration de type rapide,Arena Porte de La Chapelle,48.892861,2.374031,2.340083,48.886165,2.378779,48.901831
GMS,Restauration de type rapide,Arena Porte de La Chapelle,48.891305,2.375844,2.340083,48.886165,2.378779,48.901831
LA MEDINA,Restauration de type rapide,Arena Porte de La Chapelle,48.89141,2.375727,2.340083,48.886165,2.378779,48.901831
LE PASSAGE,Restauration traditionnelle,Arena Porte de La Chapelle,48.891239,2.373416,2.340083,48.886165,2.378779,48.901831
L AVENIR,Restauration traditionnelle,Arena Porte de La Chapelle,48.893464,2.373311,2.340083,48.886165,2.378779,48.901831
ERSAR,Restauration de type rapide,Arena Porte de La Chapelle,48.891305,2.375844,2.340083,48.886165,2.378779,48.901831
OCEAN SUSHI,Restauration de type rapide,Arena Porte de La Chapelle,48.891239,2.373416,2.340083,48.886165,2.378779,48.901831
SHAYAN CREPE,Restauration de type rapide,Arena Porte de La Chapelle,48.891272,2.373234,2.340083,48.886165,2.378779,48.901831
VILLA DU BONHEUR,Restauration traditionnelle,Arena Porte de La Chapelle,48.891105,2.374166,2.340083,48.886165,2.378779,48.901831
HALEY TRESSE,Restauration traditionnelle,Arena Porte de La Chapelle,48.891272,2.373234,2.340083,48.886165,2.378779,48.901831
TASKA,Restauration de type rapide,Arena Porte de La Chapelle,48.891211,2.375947,2.340083,48.886165,2.378779,48.901831
ODELYS,Restauration de type rapide,Arena Porte de La Chapelle,48.89278,2.376023,2.340083,48.886165,2.378779,48.901831
O'PAPA POULE,Restauration de type rapide,Arena Porte de La Chapelle,48.891691,2.374313,2.340083,48.886165,2.378779,48.901831
KEVIN,Restauration traditionnelle,Arena Porte de La Chapelle,48.892231,2.374823,2.340083,48.886165,2.378779,48.901831
SAVEUR 19,Restauration de type rapide,Arena Porte de La Chapelle,48.891272,2.373234,2.340083,48.886165,2.378779,48.901831
AU BONTEMPS,Restauration traditionnelle,Arena Porte de La Chapelle,48.893227,2.377075,2.340083,48.886165,2.378779,48.901831
SOCIETE DE VALEURS,Restauration traditionnelle,Arena Porte de La Chapelle,48.891206,2.37406,2.340083,48.886165,2.378779,48.901831
IDEAL CREPE,Restauration de type rapide,Arena Porte de La Chapelle,48.891818,2.374825,2.340083,48.886165,2.378779,48.901831
MARKIZ,Restauration de type rapide,Arena Porte de La Chapelle,48.892861,2.374031,2.340083,48.886165,2.378779,48.901831
JS EVENT,Restauration de type rapide,Arena Porte de La Chapelle,48.893076,2.37738,2.340083,48.886165,2.378779,48.901831
MISS AFRICA,Restauration traditionnelle,Arena Porte de La Chapelle,48.891239,2.373416,2.340083,48.886165,2.378779,48.901831
4 ETOILES,Restauration traditionnelle,Arena Porte de La Chapelle,48.893301,2.373644,2.340083,48.886165,2.378779,48.901831
NEW DYNASTIE,Restauration traditionnelle,Arena Porte de La Chapelle,48.893227,2.377075,2.340083,48.886165,2.378779,48.901831
CHICK'N CHOC,Restauration de type rapide,Arena Porte de La Chapelle,48.893406,2.373527,2.340083,48.886165,2.378779,48.901831
LE RYAD,Restauration traditionnelle,Arena Porte de La Chapelle,48.89141,2.375727,2.340083,48.886165,2.378779,48.901831
CUILLERE AFRICAINE,Restauration traditionnelle,Arena Porte de La Chapelle,48.891239,2.373416,2.340083,48.886165,2.378779,48.901831
DERO,Restauration de type rapide,Arena Porte de La Chapelle,48.892231,2.374823,2.340083,48.886165,2.378779,48.901831
RESTO LENNY,Restauration de type rapide,Arena Porte de La Chapelle,48.891691,2.374313,2.340083,48.886165,2.378779,48.901831
FLOYD'S,Débits de boissons,Arena Porte de La Chapelle,48.893227,2.377075,2.340083,48.886165,2.378779,48.901831
CHWA PARIS,Restauration de type rapide,Arena Porte de La Chapelle,48.891239,2.373416,2.340083,48.886165,2.378779,48.901831
FKMD,Restauration de type rapide,Arena Porte de La Chapelle,48.888106,2.35346,2.340083,48.886165,2.378779,48.901831
PAYE TA CREPE,Restauration de type rapide,Arena Porte de La Chapelle,48.897718,2.375009,2.340083,48.886165,2.378779,48.901831
KAJEN'S,Restauration traditionnelle,Arena Porte de La Chapelle,48.893423,2.359351,2.340083,48.886165,2.378779,48.901831
BAR TABAC DES POSTES,Débits de boissons,Arena Porte de La Chapelle,48.889386,2.348317,2.340083,48.886165,2.378779,48.901831
BHARATI VILLAS,Restauration traditionnelle,Arena Porte de La Chapelle,48.886165,2.36125,2.340083,48.886165,2.378779,48.901831
CHEZ TONY,Restauration traditionnelle,Arena Porte de La Chapelle,48.889349,2.36292,2.340083,48.886165,2.378779,48.901831
LA GARANTITA,Restauration de type rapide,Arena Porte de La Chapelle,48.886215,2.360843,2.340083,48.886165,2.378779,48.901831
USMAN CHICKEN FAST,Restauration de type rapide,Arena Porte de La Chapelle,48.89157,2.350094,2.340083,48.886165,2.378779,48.901831
PAMUKKALE,Restauration de type rapide,Arena Porte de La Chapelle,48.891901,2.347188,2.340083,48.886165,2.378779,48.901831
PATATI ET PATATA,Restauration de type rapide,Stade Pierre-Mauroy,50.625076,3.128584,3.113698,50.601805,3.150131,50.625379
ARGANE,Restauration de type rapide,Stade Pierre-Mauroy,50.625255,3.130258,3.113698,50.601805,3.150131,50.625379
BURGER HOUSE,Restauration de type rapide,Stade Pierre-Mauroy,50.625379,3.130356,3.113698,50.601805,3.150131,50.625379
DEPARTEMENT DU NORD,Restauration traditionnelle,Stade Pierre-Mauroy,50.618985,3.131941,3.113698,50.601805,3.150131,50.625379
QUENACY,Restauration de type rapide,Stade Pierre-Mauroy,50.615619,3.13037,3.113698,50.601805,3.150131,50.625379
ASS GESTIONNAIRE DES AFFAIRES SOCIALES,Restauration de type rapide,Stade Pierre-Mauroy,50.623036,3.137476,3.113698,50.601805,3.150131,50.625379
BOWLING VAN GOGH,Restauration traditionnelle,Stade Pierre-Mauroy,50.62312,3.133695,3.113698,50.601805,3.150131,50.625379
SNC POCHET ET FILS,Restauration traditionnelle,Stade Pierre-Mauroy,50.619157,3.132082,3.113698,50.601805,3.150131,50.625379
SUSHI SHOP,Restauration de type rapide,Stade Pierre-Mauroy,50.618985,3.131941,3.113698,50.601805,3.150131,50.625379
MILLE ET UN DELICES,Restauration de type rapide,Stade Pierre-Mauroy,50.610618,3.134704,3.113698,50.601805,3.150131,50.625379
DEVRIM,Restauration traditionnelle,Stade Pierre-Mauroy,50.621168,3.144942,3.113698,50.601805,3.150131,50.625379
LE VILLAGE DU PANINI,Restauration de type rapide,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
L'ATELIER STREET FOOD,Restauration de type rapide,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
LE TEMPLE,Restauration de type rapide,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
LE BAR LILLOIS,Restauration de type rapide,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
FRECIDAMA,Restauration de type rapide,Stade Pierre-Mauroy,50.618985,3.131941,3.113698,50.601805,3.150131,50.625379
FEE MAISON,Restauration de type rapide,Stade Pierre-Mauroy,50.620105,3.134142,3.113698,50.601805,3.150131,50.625379
ENKCC,Restauration traditionnelle,Stade Pierre-Mauroy,50.617129,3.124371,3.113698,50.601805,3.150131,50.625379
SUB GRAND STADE,Restauration de type rapide,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
LA TABLE,Restauration traditionnelle,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
BCL,Restauration traditionnelle,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
LE BAR A PATES,Restauration de type rapide,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
LE LOSC,Restauration de type rapide,Stade Pierre-Mauroy,50.620737,3.145266,3.113698,50.601805,3.150131,50.625379
AIME TON PROCHAIN,Restauration de type rapide,Stade Pierre-Mauroy,50.621231,3.130578,3.113698,50.601805,3.150131,50.625379
SOHO URBAN FOOD,Restauration traditionnelle,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
L'ITALIA,Restauration traditionnelle,Stade Pierre-Mauroy,50.618985,3.131941,3.113698,50.601805,3.150131,50.625379
W@ ELSE,Restauration traditionnelle,Stade Pierre-Mauroy,50.605216,3.148545,3.113698,50.601805,3.150131,50.625379
PARADIS 221,Restauration traditionnelle,Stade Pierre-Mauroy,50.612376,3.127621,3.113698,50.601805,3.150131,50.625379
CHRONO PIZZA,Restauration de type rapide,Stade Pierre-Mauroy,50.620737,3.145266,3.113698,50.601805,3.150131,50.625379
BURGER CITY,Restauration de type rapide,Stade Pierre-Mauroy,50.619209,3.142477,3.113698,50.601805,3.150131,50.625379
GENC,Restauration traditionnelle,Stade Pierre-Mauroy,50.618985,3.131941,3.113698,50.601805,3.150131,50.625379
LA FRAICHERIE V2,Restauration de type rapide,Stade Pierre-Mauroy,50.617723,3.132993,3.113698,50.601805,3.150131,50.625379
DELICES D'ASIE,Restauration traditionnelle,Stade Pierre-Mauroy,50.616608,3.133199,3.113698,50.601805,3.150131,50.625379
SARL MOKAS,Restauration de type rapide,Stade Pierre-Mauroy,50.617234,3.143392,3.113698,50.601805,3.150131,50.625379
STARBUCKS COFFEE,Restauration de type rapide,Stade Pierre-Mauroy,50.615619,3.13037,3.113698,50.601805,3.150131,50.625379
N11,Restauration de type rapide,Stade Pierre-Mauroy,50.617234,3.143392,3.113698,50.601805,3.150131,50.625379
